key_length,keygen_ms_mean,encryption_ms_mean,server_init_ms_mean,server_ms_mean,decryption_ms_mean,total_with_keygen_ms_mean,total_without_keygen_ms_mean,request_size_bytes_mean
512,12.935979999019764,40.22489333486495,1.3978466663199167,5.484666665627931,0.505673336253191,60.632349999893144,47.61308000306599,9570.166666666666
1024,75.33754666801542,264.62949000124354,8.836676664456414,15.309890002633134,2.6044666660406315,366.921346669551,291.3805233343737,18972.233333333334
2048,887.8120333334664,1921.6220099993127,63.87555999875379,50.84944333357271,17.687313336258132,2942.494153332276,2054.0343266678974,37779.433333333334
