feature_count,encryption_mean_ms,server_mean_ms,decryption_mean_ms,total_mean_ms,request_size_mean_bytes
5,45.40828000075029,3.469976670263956,2.7006333344615996,161.4939133345615,3478.766666666667
10,93.4381233373036,7.36969666807757,2.80164999809737,198.80207999958657,6576.3
20,185.78748666720153,12.722213334442737,2.7236700009477013,299.2947766673751,12764.5
30,276.2464933310791,16.284543335981045,2.7941433334490284,398.12528333374456,18958.8
